appid,name,release_date,categories,genres,steamspy_tags,positive_ratings,negative_ratings,median_playtime,reclassified_genre,game_type
299420,CubeGun,2014-05-21,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Sandbox,193,115,0,Action,Multiplayer
9940,Blade Kitten,2014-05-22,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Anime;Platformer;Female Protagonist,746,149,360,Action,Singleplayer
268200,Antisquad,2014-05-22,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Adventure;Strategy,Strategy;Turn-Based;Action,149,122,162,Action,Singleplayer
275610,"Warhammer 40,000: Kill Team",2014-05-22,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Action,Action;Warhammer 40K;Local Co-Op,466,389,0,Action,Singleplayer
277630,Panzer Tactics HD,2014-05-22,Single-player;Steam Achievements,Simulation;Strategy,Strategy;Simulation;World War II,93,36,0,Simulation,Singleplayer
289180,A.I.M.2 Clan Wars,2014-05-22,Single-player;Steam Cloud,Action;RPG;Simulation,RPG;Simulation;Action,219,65,0,RPG,Singleplayer
296650,The Great Jitters: Pudding Panic,2014-05-22,Single-player,Action;Casual;Indie;Strategy,Indie;Casual;Action,47,22,1,Action,Singleplayer
297330,Arcadecraft,2014-05-22,Single-player;Steam Achievements,Casual;Indie;Simulation;Strategy,Indie;Casual;Simulation,67,57,0,Simulation,Singleplayer
301260,Gardens Inc. 2: The Road to Fame,2014-05-22,Single-player,Casual;Simulation;Strategy,Casual;Strategy;Simulation,31,6,0,Simulation,Singleplayer
302460,I Am Vegend - Zombiegeddon,2014-05-22,Single-player,Casual,Casual;Zombies,28,36,0,Casual,Singleplayer
302490,Ballad of Solar,2014-05-22,Single-player;Steam Trading Cards,Adventure;Casual;Strategy,Casual;Adventure;Strategy,122,15,0,Adventure,Singleplayer
289240,Perimeter: Emperor's Testament,2014-05-22,Single-player;Multi-player;Steam Cloud,Strategy,Strategy;RTS;Sci-fi,10,7,0,Strategy,Multiplayer
293860,White Noise Online,2014-05-22,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Horror;Indie;Adventure,342,211,0,Adventure,Multiplayer
261110,Killer is Dead - Nightmare Edition,2014-05-23,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Hack and Slash;Surreal,4940,1599,280,Action,Singleplayer
261470,Distant Worlds: Universe,2014-05-23,Single-player;Steam Achievements,Simulation;Strategy,Strategy;4X;Space,885,267,209,Strategy,Singleplayer
272990,GAUGE,2014-05-23,Single-player;Steam Achievements;Steam Leaderboards,Casual;Indie,Indie;Casual,141,67,0,Casual,Singleplayer
292230,Game Character Hub,2014-05-23,Steam Workshop,Design & Illustration;Utilities,Design & Illustration;Utilities;RPGMaker,196,86,0,Design & Illustration,Singleplayer
294140,They Breathe,2014-05-23,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Horror,856,170,0,Adventure,Singleplayer
301200,Frederic: Evil Strikes Back,2014-05-23,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Music,592,110,337,Casual,Singleplayer
301690,Cobi Treasure Deluxe,2014-05-23,Single-player,Casual,Casual;Match 3;Puzzle,174,162,0,Casual,Singleplayer
301700,Numba Deluxe,2014-05-23,Single-player,Casual,Casual;Puzzle,146,82,1,Casual,Singleplayer
245620,Tropico 5,2014-05-23,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,RPG;Simulation;Strategy,Strategy;Simulation;City Builder,7878,2482,364,Simulation,Multiplayer
95400,ibb & obb,2014-05-26,Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Co-op;Puzzle;Local Co-Op,3125,211,284,Action,Multiplayer
243470,Watch_Dogs™,2014-05-26,Single-player;Multi-player;Steam Trading Cards;Partial Controller Support,Action;Adventure,Open World;Hacking;Action,15159,7383,1343,Action,Multiplayer
239120,FINAL FANTASY III,2014-05-27,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,JRPG;RPG;Turn-Based,1029,250,138,RPG,Singleplayer
288270,liteCam HD 5.0: Screen/Stream Capture,2014-05-27,Single-player,Education;Software Training;Utilities;Video Production,Software Training;Utilities;Video Production,36,42,0,Video Production,Singleplayer
300900,Hippocampal: The White Sofa,2014-05-27,Single-player,Indie,Indie;Walking Simulator,37,65,0,Indie,Singleplayer
265830,Monochroma,2014-05-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Indie;Adventure;Puzzle,452,151,89,Adventure,Singleplayer
278360,A Story About My Uncle,2014-05-28,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;First-Person;Parkour,17924,1642,220,Adventure,Singleplayer
291610,Growing Pains,2014-05-28,Single-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie,Indie;Platformer,17,7,0,Indie,Singleplayer
293940,Kill The Bad Guy,2014-05-28,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Simulation;Strategy,Indie;Strategy;Simulation,210,116,41,Simulation,Multiplayer
296150,G-Ball,2014-05-28,Multi-player;Steam Achievements;VR Support;Steam Leaderboards,Action;Indie;Simulation;Sports,Sports;Simulation;Action,24,53,0,Sports,Multiplayer
244950,Where is my Heart?,2014-05-29,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Casual;Adventure,123,33,0,Adventure,Singleplayer
250620,Among the Sleep - Enhanced Edition,2014-05-29,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Horror;Indie;Adventure,3897,608,83,Adventure,Singleplayer
279560,Dracula 4 and  5 - Special Steam Edition,2014-05-29,Single-player,Adventure,Adventure;Point & Click;Puzzle,36,18,0,Adventure,Singleplayer
286380,Strata,2014-05-29,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Casual;Strategy;Indie,279,34,0,Strategy,Singleplayer
288650,HTR+ Slot Car Simulation,2014-05-29,Single-player;Partial Controller Support,Racing,Racing;Simulation,28,18,0,Racing,Singleplayer
292280,Spy Fox In: Cheese Chase,2014-05-29,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,18,12,0,Adventure,Singleplayer
292820,Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,2014-05-29,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,25,46,0,Adventure,Singleplayer
293920,Spirited Heart Deluxe,2014-05-29,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie;RPG;Simulation,Anime;Simulation;RPG,32,36,0,RPG,Singleplayer
294550,Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch,2014-05-29,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,50,1,0,Adventure,Singleplayer
294680,Putt-Putt® Enters the Race,2014-05-29,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,74,2,0,Adventure,Singleplayer
294690,Putt-Putt® Joins the Circus,2014-05-29,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Point & Click,33,6,0,Adventure,Singleplayer
294750,Anomaly Defenders,2014-05-29,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Tower Defense;Strategy;Indie,220,56,215,Strategy,Singleplayer
303940,CAPSULE,2014-05-29,Single-player;Steam Achievements;Partial Controller Support,Indie,Indie;Survival;Atmospheric,105,28,0,Indie,Singleplayer
263080,Pixel Boy and the Ever Expanding Dungeon,2014-05-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie;RPG,Action;RPG;Indie,150,72,14,RPG,Singleplayer
281580,Wings Over Europe,2014-05-30,Single-player,Simulation,Simulation;Flight,44,34,0,Simulation,Singleplayer
283680,Astebreed: Definitive Edition,2014-05-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Anime;Mechs;Shoot 'Em Up,1104,129,310,Action,Singleplayer
285110,GearCity,2014-05-30,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Includes level editor,Indie;Simulation;Strategy;Early Access,Early Access;Management;Simulation,514,109,0,Simulation,Singleplayer
289090,Ampu-Tea,2014-05-30,Single-player;Steam Achievements;Steam Trading Cards;Stats,Adventure;Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,1285,754,232,Simulation,Singleplayer
290770,The Fall,2014-05-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Adventure;Sci-fi;Indie,2784,367,116,Adventure,Singleplayer
291430,Lost Marbles,2014-05-30,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Casual;Indie,Indie;Action;Casual,34,11,0,Action,Singleplayer
295630,Defense Zone 2,2014-05-30,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Strategy,Tower Defense;Strategy;Indie,78,17,0,Strategy,Singleplayer
295750,The Floor is Jelly,2014-05-30,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie,Indie;Platformer;Puzzle,301,68,0,Indie,Singleplayer
296050,Battlepaths,2014-05-30,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Indie;RPG,RPG;Indie;Turn-Based,535,241,530,RPG,Singleplayer
301670,Salammbô: Battle for Carthage,2014-05-30,Single-player,Adventure,Adventure;Point & Click,38,8,0,Adventure,Singleplayer
302250,Manhunter,2014-05-30,Single-player,Action,Action;FPS;Shooter,229,518,110,Action,Singleplayer
302470,Battle Mages,2014-05-30,Single-player;Steam Trading Cards,RPG;Strategy,RPG;Strategy;Cult Classic,52,28,0,RPG,Singleplayer
283020,The Campaign Series: Fall Weiss,2014-05-30,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards,Indie;Strategy,Strategy;Indie;World War II,23,41,155,Strategy,Multiplayer
287580,Pandora: First Contact,2014-05-30,Single-player;Multi-player;Online Multi-Player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud,Simulation;Strategy,Strategy;4X;Turn-Based Strategy,331,184,0,Strategy,Multiplayer
299500,International Snooker,2014-05-30,Single-player;Multi-player,Casual;Sports,Sports;Casual;Simulation,270,183,1,Sports,Multiplayer
301250,SPORT1 Live : Duel,2014-05-30,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements,Casual;Sports,Sports;Casual,3,8,0,Sports,Multiplayer
301360,Kill Fun Yeah,2014-05-30,Multi-player;Cross-Platform Multiplayer;Steam Achievements,Action;Indie,Action;Indie;Platformer,37,53,0,Action,Multiplayer
287860,8-Bit Commando,2014-06-02,Single-player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Pixel Graphics,136,113,250,Action,Multiplayer
301220,Legends of Persia,2014-06-03,Single-player;Steam Achievements;Includes level editor,Action;Adventure;Indie;RPG,RPG;Action;Indie,21,137,0,RPG,Singleplayer
302080,Bus Driver,2014-06-03,Single-player;Partial Controller Support,Indie;Simulation,Simulation;Indie;Driving,923,339,109,Simulation,Singleplayer
253710,theHunter Classic,2014-06-03,Single-player;Multi-player;Co-op;Steam Achievements,Action;Adventure;Free to Play;Simulation;Sports,Free to Play;Hunting;Multiplayer,11440,15403,29,Action,Multiplayer
260790,1001 Spikes,2014-06-03,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Platformer;Indie;Action,455,103,215,Action,Multiplayer
293720,Dark Raid,2014-06-03,Single-player;Multi-player,Action;Indie,Action;Indie;FPS,27,91,0,Action,Multiplayer
281920,Splatter - Zombie Apocalypse,2014-06-04,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Zombies,1858,202,215,Action,Singleplayer
299780,Noir Syndrome,2014-06-04,Single-player;Steam Trading Cards,Adventure;Indie;RPG,Indie;Adventure;RPG,109,57,0,Adventure,Singleplayer
224600,Defiance,2014-06-04,Multi-player;MMO;Co-op;Steam Trading Cards;Partial Controller Support,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Action;Open World,9150,2808,324,Action,Multiplayer
299840,Metal Planet,2014-06-04,Multi-player;Co-op;Steam Trading Cards,Action;Indie,Action;Indie;FPS,10,38,234,Action,Multiplayer
205090,BIT.TRIP FLUX,2014-06-05,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,71,62,0,Action,Singleplayer
233290,Murdered: Soul Suspect,2014-06-05,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;RPG,Detective;Adventure;Horror,8658,1647,343,Adventure,Singleplayer
270510,EPOCH,2014-06-05,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Robots,41,13,0,Action,Singleplayer
279260,Richard & Alice,2014-06-05,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie,Adventure;Indie;Point & Click,264,99,332,Adventure,Singleplayer
284770,Enigmatis 2: The Mists of Ravenwood,2014-06-05,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,872,22,0,Adventure,Singleplayer
306200,The Happy Hereafter,2014-06-05,Single-player;Steam Trading Cards,Casual;Strategy,Casual;Strategy;Simulation,215,58,0,Strategy,Singleplayer
247730,Nether: Resurrected,2014-06-05,Single-player;Multi-player;MMO;Valve Anti-Cheat enabled,Action;Indie;Massively Multiplayer;RPG;Simulation,Survival;Open World;Action,7456,10167,291,Action,Multiplayer
249610,Galactic Arms Race,2014-06-05,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Action;Casual;Indie,Action;Indie;Casual,41,33,138,Action,Multiplayer
268220,Meltdown,2014-06-05,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;VR Support;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Arcade,637,105,0,Action,Multiplayer
261530,Lifeless Planet Premier Edition,2014-06-06,Single-player;Steam Achievements;Full controller support,Action;Adventure;Indie,Walking Simulator;Adventure;Atmospheric,2129,635,0,Adventure,Singleplayer
263120,Ludwig,2014-06-06,Single-player,Adventure;Indie;Simulation,Adventure;Indie;Simulation,27,30,0,Adventure,Singleplayer
270630,Haunt the House: Terrortown,2014-06-06,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Indie;Casual;Cute,877,178,58,Casual,Singleplayer
273740,Extreme Roads USA,2014-06-06,Single-player;Steam Achievements;Full controller support,Simulation,Simulation,7,57,0,Simulation,Singleplayer
280540,GhostControl Inc.,2014-06-06,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Casual;Indie;Simulation;Strategy,Turn-Based;Indie;Simulation,108,41,65,Simulation,Singleplayer
285010,Pixel Puzzles: UndeadZ,2014-06-06,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Casual;Indie;Simulation;Strategy,Casual;Indie;Puzzle,511,173,323,Casual,Singleplayer
285440,Crimzon Clover WORLD IGNITION,2014-06-06,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Bullet Hell;Shoot 'Em Up;Indie,1053,59,339,Indie,Singleplayer
285840,Enemy Mind,2014-06-06,Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Indie,Action;Indie;Shoot 'Em Up,641,102,192,Action,Singleplayer
287120,Ionball 2: Ionstorm,2014-06-06,Single-player;Steam Trading Cards;Steam Leaderboards,Action;Casual,Casual;Action;Arcade,439,164,227,Action,Singleplayer
291710,The Lost Crown,2014-06-06,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Horror,200,54,0,Adventure,Singleplayer
292300,Spy Fox In: Hold the Mustard,2014-06-06,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,11,12,0,Adventure,Singleplayer
292380,Racer 8,2014-06-06,Single-player;Steam Trading Cards;Steam Leaderboards,Casual;Racing,Casual;Racing;Puzzle,608,744,245,Racing,Singleplayer
292840,Pajama Sam's Sock Works,2014-06-06,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Puzzle,30,2,0,Casual,Singleplayer
292860,Pajama Sam's Lost & Found,2014-06-06,Single-player;Steam Cloud,Casual,Casual;Family Friendly;Adventure,17,6,0,Casual,Singleplayer
294570,Freddi Fish 5: The Case of the Creature of Coral Cove,2014-06-06,Single-player,Adventure;Casual,Adventure;Casual;Family Friendly,55,5,0,Adventure,Singleplayer
